code,name,city,state,statename,lat,lng,search
GAM,Gambell Airport,Gambell,AK,Alaska,63.7667,-171.738,gam|gambellairport|gambellak|alaska
GBD,Great Bend Municipal Airport,Great Bend,KS,Kansas,38.352,-98.853,gbd|greatbendmunicipalairport|greatbendks|kansas
GCC,Gillette Campbell County Airport,Gillette,WY,Wyoming,44.3465,-105.533,gcc|gillettecampbellcountyairport|gillettewy|wyoming
GCK,Garden City Regional Airport,Pierceville,KS,Kansas,37.9267,-100.719,gck|gardencityregionalairport|piercevilleks|kansas
GEG,Spokane International Airport,Spokane,WA,Washington,47.625,-117.538,geg|spokaneinternationalairport|spokanewa|washington
GFK,Grand Forks Mark Andrews International Airport,Grand Forks,ND,North Dakota,47.9494,-97.1762,gfk|grandforksmarkandrewsinternationalairport|grandforksnd|northdakota
GGG,Gregg County Airport,Longview,TX,Texas,32.3874,-94.7194,ggg|greggcountyairport|longviewtx|texas
GJT,Walker Field Airport,Grand Junction,CO,Colorado,39.1217,-108.529,gjt|walkerfieldairport|grandjunctionco|colorado
GLH,Mid Delta Regional Airport,Greenville,MS,Mississippi,33.4819,-90.9903,glh|middeltaregionalairport|greenvillems|mississippi
GLV,Golovin,Golovin,AK,Alaska,64.5433,-163.033,glv|golovin|golovinak|alaska
GNU,Goodnews Bay,Goodnews Bay,AK,Alaska,59.1218,-161.588,gnu|alaska|goodnewsbayak|alaska
GNV,Gainesville Regional Airport,Gainesville,FL,Florida,29.6861,-82.277,gnv|gainesvilleregionalairport|gainesvillefl|florida
GPT,Gulfport Biloxi Regional Airport,Gulfport,MS,Mississippi,30.4133,-89.072,gpt|gulfportbiloxiregionalairport|gulfportms|mississippi
GRB,Austin Straubel International Airport,Green Bay,WI,Wisconsin,44.4923,-88.1274,grb|austinstraubelinternationalairport|greenbaywi|wisconsin
GRK,Killeen-Fort Hood Regional Airport,Killeen,TX,Texas,31.0615,-97.8206,grk|killeenforthoodregionalairport|killeentx|texas
GRR,Gerald R. Ford International Airport,Grand Rapids,MI,Michigan,42.8841,-85.5307,grr|geraldr.fordinternationalairport|grandrapidsmi|michigan
GSO,Triad International Airport,Greensboro,NC,North Carolina,36.1038,-79.9427,gso|triadinternationalairport|greensboronc|northcarolina
GSP,Greenville Spartanburg International Airport,Greer,SC,South Carolina,34.8907,-82.2167,gsp|greenvillespartanburginternationalairport|greersc|southcarolina
GST,Gustavus Airport,Gustavus,AK,Alaska,58.4246,-135.707,gst|gustavusairport|gustavusak|alaska
GTF,Great Falls International Airport,Great Falls,MT,Montana,47.482,-111.356,gtf|greatfallsinternationalairport|greatfallsmt|montana
GTR,Golden Triangle Regional Airport,Columbus,MS,Mississippi,33.4516,-88.5876,gtr|goldentriangleregionalairport|columbusms|mississippi
GUC,Gunnison County Airport,Gunnison,CO,Colorado,38.5356,-106.941,guc|gunnisoncountyairport|gunnisonco|colorado
GUM,Antonio B Won Pat International Airport,HagՂtձa,GU,Guam,13.4833,144.796,gum|antoniobwonpatinternationalairport|hagՂtձagu|guam
HAE,Havasupai,Havasupai,AZ,Arizona,36.2306,-112.669,hae|havasupai|havasupaiaz|arizona
HCR,Holy Cross,Holy Cross,AK,Alaska,62.2016,-159.77,hcr|alaska|holycrossak|alaska
HDN,Yampa Valley Airport,Hayden,CO,Colorado,40.485,-107.219,hdn|yampavalleyairport|haydenco|colorado
HHH,Hilton Head Airport,Hilton Head Island,SC,South Carolina,32.2267,-80.6989,hhh|hiltonheadairport|hiltonheadislandsc|southcarolina
HIB,Chisholm Hibbing Airport,Hibbing,MN,Minnesota,47.3934,-92.8418,hib|chisholmhibbingairport|hibbingmn|minnesota
HKB,Healy Lake Airport,Healy Lake,AK,Alaska,63.8667,-148.967,hkb|healylakeairport|healylakeak|alaska
HLN,Helena Regional Airport,Helena,MT,Montana,46.6104,-111.99,hln|helenaregionalairport|helenamt|montana
HNH,Hoonah Airport,Hoonah,AK,Alaska,58.0966,-135.41,hnh|hoonahairport|hoonahak|alaska
HNL,Honolulu International Airport,Honolulu,HI,Hawaii,21.3358,-157.919,hnl|honoluluinternationalairport|honoluluhi|hawaii
HNM,Hana Airport,Hana,HI,Hawaii,20.7944,-156.015,hnm|hanaairport|hanahi|hawaii
HNS,Haines Airport,Haines,AK,Alaska,59.2439,-135.524,hns|hainesairport|hainesak|alaska
HOB,Lea County Regional Airport,Hobbs,NM,New Mexico,32.6929,-103.215,hob|leacountyregionalairport|hobbsnm|newmexico
HOM,Homer Airport,Homer,AK,Alaska,59.6408,-151.499,hom|homerairport|homerak|alaska
HON,Howes,Huron,SD,South Dakota,44.3833,-98.2333,hon|howes|huronsd|southdakota
HOU,William P Hobby Airport,Houston,TX,Texas,29.6572,-95.2795,hou|williamphobbyairport|houstontx|texas
HPB,Hooper Bay Airport,Hooper Bay,AK,Alaska,61.5262,-166.142,hpb|hooperbayairport|hooperbayak|alaska
HPN,Westchester County Airport,Purchase,NY,New York,41.0693,-73.7042,hpn|westchestercountyairport|purchaseny|newyork
HRL,Grande Valley International Airport,Harlingen,TX,Texas,26.2216,-97.663,hrl|grandevalleyinternationalairport|harlingentx|texas
HSL,Huslia,Huslia,AK,Alaska,65.7024,-156.387,hsl|alaska|husliaak|alaska
HSV,Huntsville International Airport,Huntsville,AL,Alabama,34.6492,-86.7767,hsv|huntsvilleinternationalairport|huntsvilleal|alabama
HTS,Tri State Walker Long Field Airport,Huntington,WV,West Virginia,38.37,-82.5542,hts|tristatewalkerlongfieldairport|huntingtonwv|westvirginia
HUS,Hughes,Hughes,AK,Alaska,66.0443,-154.258,hus|hughes|hughesak|alaska
HVN,Tweed New Haven Airport,East Haven,CT,Connecticut,41.2709,-72.89,hvn|tweednewhavenairport|easthavenct|connecticut
HVR,Havre City-County Airport,Havre,MT,Montana,48.5461,-109.773,hvr|havrecitycountyairport|havremt|montana
HYA,Barnstable Boardman Polando Airport,Hyannis,MA,Massachusetts,41.6667,-70.2863,hya|barnstableboardmanpolandoairport|hyannisma|massachusetts
HYG,Hydaburg,Hydaburg,AK,Alaska,55.205,-132.822,hyg|alaska|hydaburgak|alaska
HYL,SPB,Hollis,AK,Alaska,55.4833,-132.65,hyl|spb|hollisak|alaska
HYS,Hays Municipal Airport,Hays,KS,Kansas,38.8546,-99.2737,hys|haysmunicipalairport|haysks|kansas
IAD,Dulles International Airport,Washington,VA,Virginia,38.9556,-77.4484,iad|was|dullesinternationalairport|washingtonva|virginia
IAG,Niagara Falls International Airport,Niagara Falls,NY,New York,43.1,-78.9423,iag|niagarafallsinternationalairport|niagarafallsny|newyork
IAH,George Bush Intercontinental Airport,Houston,TX,Texas,29.9784,-95.3424,iah|hou|georgebushintercontinentalairport|houstontx|texas
IAN,Kiana,Kiana,AK,Alaska,66.9699,-160.429,ian|kiana|kianaak|alaska
ICT,Wichita Mid-Continent Airport,Wichita,KS,Kansas,37.6531,-97.43,ict|wichitamidcontinentairport|wichitaks|kansas
IDA,Fanning Field Airport,Idaho Falls,ID,Idaho,43.5147,-112.068,ida|fanningfieldairport|idahofallsid|idaho
IFP,Laughlin-Bullhead International Airport,Bullhead City,AZ,Arizona,35.1657,-114.557,ifp|laughlinbullheadinternationalairport|bullheadcityaz|arizona
IGG,Igiugig,Igiugig,AK,Alaska,59.3167,-155.9,igg|igiugig|igiugigak|alaska
IGM,Kingman Airport,Kingman,AZ,Arizona,35.2692,-113.957,igm|kingmanairport|kingmanaz|arizona
IKO,Nikolski,Nikolski,AK,Alaska,52.9389,-168.868,iko|nikolski|nikolskiak|alaska
ILI,Iliamna Airport,Iliamna,AK,Alaska,59.7555,-154.918,ili|iliamnaairport|iliamnaak|alaska
ILM,Wilmington International Airport,Wilmington,NC,North Carolina,34.2668,-77.912,ilm|wilmingtoninternationalairport|wilmingtonnc|northcarolina
ILN,Airborne Airpark,Wilmington,OH,Ohio,39.4348,-83.7982,iln|airborneairpark|wilmingtonoh|ohio
IMT,Ford Airport,Kingsford,MI,Michigan,45.8153,-88.1185,imt|fordairport|kingsfordmi|michigan
IND,Indianapolis International Airport,Indianapolis,IN,Indiana,39.7322,-86.2707,ind|indianapolisinternationalairport|indianapolisin|indiana
INL,Falls International Airport,International Falls,MN,Minnesota,48.5661,-93.3978,inl|fallsinternationalairport|internationalfallsmn|minnesota
INT,Smith Reynolds Airport,Winston-Salem,NC,North Carolina,36.1361,-80.2294,int|smithreynoldsairport|winstonsalemnc|northcarolina
IPL,Imperial County Airport,Imperial,CA,California,32.8332,-115.57,ipl|imperialcountyairport|imperialca|california
IPT,Williamsport-Lycoming County Airport,Montoursville,PA,Pennsylvania,41.2441,-76.9276,ipt|williamsportlycomingcountyairport|montoursvillepa|pennsylvania
IRC,Circle,Circle,AK,Alaska,65.8245,-144.063,irc|circle|circleak|alaska
IRM,Irma,Irma,WI,Wisconsin,45.3517,-89.6665,irm|irmawi|wisconsin
ISN,Sloulin Field International Airport,Williston,ND,North Dakota,48.1767,-103.631,isn|sloulinfieldinternationalairport|willistonnd|northdakota
ISO,Kinston Jetport Stallings Airport,Kinston,NC,North Carolina,35.3243,-77.6115,iso|kinstonjetportstallingsairport|kinstonnc|northcarolina
ISP,Long Island Macarthur Airport,Ronkonkoma,NY,New York,40.7891,-73.0984,isp|longislandmacarthurairport|ronkonkomany|newyork
ITH,Tompkins County Airport,Ithaca,NY,New York,42.4898,-76.4627,ith|tompkinscountyairport|ithacany|newyork
ITO,Hilo International Airport,Hilo,HI,Hawaii,19.7126,-155.042,ito|hilointernationalairport|hilohi|hawaii
IWD,Gogebic-Iron County Airport,Ironwood,MI,Michigan,46.5208,-90.1344,iwd|gogebicironcountyairport|ironwoodmi|michigan
IYK,Inyokern Airport,Inyokern,CA,California,35.6606,-117.816,iyk|inyokernairport|inyokernca|california
JAC,Jackson Hole Airport,Jackson,WY,Wyoming,43.6034,-110.736,jac|jacksonholeairport|jacksonwy|wyoming
JAN,Jackson International Airport,Pearl,MS,Mississippi,32.3089,-90.0733,jan|jacksoninternationalairport|pearlms|mississippi
JAX,Jacksonville International Airport,Jacksonville,FL,Florida,30.4914,-81.676,jax|jacksonvilleinternationalairport|jacksonvillefl|florida
JEF,Jefferson City Memorial Airport,Holts Summit,MO,Missouri,38.593,-92.1652,jef|jeffersoncitymemorialairport|holtssummitmo|missouri
JFK,John F Kennedy International Airport,Jamaica,NY,New York,40.6437,-73.79,jfk|nyc|johnfkennedyinternationalairport|jamaicany|newyork
JGC,Grand Canyon Heliport,Williams,AZ,Arizona,35.9621,-112.133,jgc|grandcanyonheliport|williamsaz|arizona
JHM,Kapalua West Maui Airport,Lahaina,HI,Hawaii,20.9619,-156.676,jhm|kapaluawestmauiairport|lahainahi|hawaii
JHW,Chautauqua County-Jamestown Airport,Jamestown,NY,New York,42.1528,-79.2666,jhw|chautauquacountyjamestownairport|jamestownny|newyork
JKL,Julian Carroll Airport,Jackson,KY,Kentucky,37.5917,-83.315,jkl|juliancarrollairport|jacksonky|kentucky
JLN,Joplin Regional Airport,Webb City,MO,Missouri,37.147,-94.5019,jln|joplinregionalairport|webbcitymo|missouri
JMS,Jamestown Municipal Airport,Jamestown,ND,North Dakota,46.9243,-98.6788,jms|jamestownmunicipalairport|jamestownnd|northdakota
JNU,Juneau International Airport,Juneau,AK,Alaska,58.3598,-134.583,jnu|juneauinternationalairport|juneauak|alaska
JRB,Downtown Manhattan Heliport,New York,NY,New York,40.7039,-74.0129,jrb|downtownmanhattanheliport|newyorkny|newyork
JST,Johnstown Cambria County Airport,Johnstown,PA,Pennsylvania,40.3208,-78.8306,jst|johnstowncambriacountyairport|johnstownpa|pennsylvania
KAL,Kaltag,Kaltag,AK,Alaska,64.3248,-158.725,kal|kaltag|kaltagak|alaska
KBC,Birch Creek Airport,Birch Creek,AK,Alaska,66.2667,-145.8,kbc|birchcreekairport|birchcreekak|alaska
KCC,Coffman Cove,Coffman Cove,AK,Alaska,56.014,-132.826,kcc|alaska|coffmancoveak|alaska
KCG,Chignik Fisheries Airport,Chignik Lagoon,AK,Alaska,56.3173,-158.596,kcg|chignikfisheriesairport|chigniklagoonak|alaska
KCL,Chignik Lagoon Airport,Chignik Lagoon,AK,Alaska,56.3065,-158.537,kcl|chigniklagoonairport|chigniklagoonak|alaska
KCQ,Chignik Lake Airport,Chignik,AK,Alaska,56.3119,-158.362,kcq|chigniklakeairport|chignikak|alaska
KEB,Nanwalek,Nanwalek,AK,Alaska,41.0833,-92.4583,keb|nanwalek|nanwalekak|alaska
KEK,Ekwok,Ekwok,AK,Alaska,59.3516,-157.48,kek|ekwok|ekwokak|alaska
KFP,False Pass,False Pass,AK,Alaska,54.85,-163.417,kfp|falsepassak|alaska
KGK,Koliganek Airport,New Koliganek,AK,Alaska,59.7266,-157.26,kgk|koliganekairport|newkoliganekak|alaska
KGX,Grayling,Grayling,AK,Alaska,62.9053,-160.067,kgx|alaska|graylingak|alaska
KKA,Koyuk,Koyuk,AK,Alaska,64.9311,-161.16,kka|koyuk|koyukak|alaska
KKB,Kitoi Seaplane Base,Kitoi Bay,AK,Alaska,58.1869,-152.375,kkb|kitoiseaplanebase|kitoibayak|alaska
KKH,Kongiganak,Kongiganak,AK,Alaska,62.8903,-149.054,kkh|alaska|kongiganakak|alaska
KKI,Akiachak,Akiachak,AK,Alaska,60.9057,-161.424,kki|akiachak|akiachakak|alaska
KKU,Ekuk Airport,Clarks Point,AK,Alaska,58.8167,-158.55,kku|ekukairport|clarkspointak|alaska
KLG,Kalskag,Kalskag,AK,Alaska,61.5382,-160.314,klg|kalskag|kalskagak|alaska
KLL,Levelock,Levelock,AK,Alaska,59.1126,-156.856,kll|levelock|levelockak|alaska
KLN,Larsen Bay,Larsen Bay,AK,Alaska,57.5383,-153.98,kln|larsenbay|larsenbayak|alaska
KLW,Klawock Seaplane Base,Klawock,AK,Alaska,55.5743,-133.064,klw|klawockseaplanebase|klawockak|alaska
KMC,King Khalid Military,King Khalid Mil. City,AK,Alaska,57.1333,-153.2,kmc|kingkhalidmilitary|kingkhalidmil.cityak|alaska
KMO,Manokotak,Manokotak,AK,Alaska,58.9817,-159.058,kmo|manokotak|manokotakak|alaska
KMY,Moser Bay,Moser Bay,AK,Alaska,57,-154.167,kmy|moserbay|moserbayak|alaska
KNK,Kakhonak,Kakhonak,AK,Alaska,59.4333,-154.85,knk|kakhonakak|alaska
KNW,New Stuyahok,New Stuyahok,AK,Alaska,59.4513,-157.317,knw|newstuyahok|newstuyahokak|alaska
KOA,Kailua-Kona International Airport,Kailua Kona,HI,Hawaii,19.7334,-156.039,koa|kailuakonainternationalairport|kailuakonahi|hawaii
KOT,Kotlik,Kotlik,AK,Alaska,63.0328,-163.554,kot|kotlik|kotlikak|alaska
KOY,Olga Bay,Olga Bay,AK,Alaska,47.902,-112.265,koy|olgabay|olgabayak|alaska
KOZ,Ouzinkie,Ouzinkie,AK,Alaska,62.8903,-149.054,koz|alaska|ouzinkieak|alaska
KPB,Point Baker Seaplane Base,Point Baker,AK,Alaska,56.3502,-133.622,kpb|pointbakerseaplanebase|pointbakerak|alaska
KPC,Port Clarence Coast Guard Station,Brevig Mission,AK,Alaska,65.2544,-166.856,kpc|portclarencecoastguardstation|brevigmissionak|alaska
KPN,Kipnuk,Kipnuk,AK,Alaska,59.9371,-164.041,kpn|kipnuk|kipnukak|alaska
KPR,Port Williams,Port Williams,AK,Alaska,58.4833,-152.583,kpr|portwilliams|portwilliamsak|alaska
KPV,Perryville,Perryville,AK,Alaska,55.9122,-159.154,kpv|alaska|perryvilleak|alaska
KPY,Port Bailey,Port Bailey,AK,Alaska,58.743,-154.96,kpy|alaska|portbaileyak|alaska
KQA,Akutan Airport,Akutan,AK,Alaska,54.1271,-165.889,kqa|akutanairport|akutanak|alaska
KSM,Saint Marys,Saint Marys,AK,Alaska,62.0503,-163.179,ksm|alaska|saintmarysak|alaska
KTB,Thorne Bay,Thorne Bay,AK,Alaska,55.6833,-132.529,ktb|alaska|thornebayak|alaska
KTN,Ketchikan International Airport,Ketchikan,AK,Alaska,55.354,-131.706,ktn|ketchikaninternationalairport|ketchikanak|alaska
KTS,Teller Mission,Teller Mission,AK,Alaska,65.3333,-166.483,kts|tellermissionak|alaska
KUK,Kasigluk,Kasigluk,AK,Alaska,60.8953,-162.517,kuk|kasigluk|kasiglukak|alaska
KVC,King Cove,King Cove,AK,Alaska,55.0667,-162.317,kvc|kingcoveak|alaska
KVL,Kivalina,Kivalina,AK,Alaska,67.7333,-164.667,kvl|kivalina|kivalinaak|alaska
KWK,Kwigillingok,Kwigillingok,AK,Alaska,59.9077,-163.026,kwk|kwigillingok|kwigillingokak|alaska
KWN,Quinhagak,Quinhagak,AK,Alaska,59.7511,-161.908,kwn|quinhagak|quinhagakak|alaska
KWP,Village Seaplane Base-West Point,West Point,AK,Alaska,57.7696,-153.554,kwp|villageseaplanebasewestpoint|westpointak|alaska
KWT,Kwethluk Airport,Kwethluk,AK,Alaska,60.8,-161.45,kwt|kwethlukairport|kwethlukak|alaska
KXA,Kasaan SPB,Kasaan,AK,Alaska,55.5,-132.5,kxa|kasaanspb|kasaanak|alaska
KYK,Karluk Airport,Kodiak,AK,Alaska,57.5645,-154.454,kyk|karlukairport|kodiakak|alaska
KYU,Koyukuk,Koyukuk,AK,Alaska,64.9,-157.7,kyu|koyukuk|koyukukak|alaska
KZB,Zachar Bay,Zachar Bay,AK,Alaska,57.55,-153.75,kzb|zacharbay|zacharbayak|alaska
LAN,Lansing Capital City Airport,Lansing,MI,Michigan,42.7728,-84.5888,lan|lansingcapitalcityairport|lansingmi|michigan
LAR,General Brees Field,Laramie,WY,Wyoming,37.8527,-76.517,lar|generalbreesfield|laramiewy|wyoming
LAS,Mccarran International Airport,Las Vegas,NV,Nevada,36.0806,-115.143,las|mccarraninternationalairport|lasvegasnv|nevada
LAW,Lawton Municipal Airport,Lawton,OK,Oklahoma,34.573,-98.4135,law|lawtonmunicipalairport|lawtonok|oklahoma
LAX,Los Angeles International Airport,Los Angeles,CA,California,33.9456,-118.391,lax|losangelesinternationalairport|losangelesca|california
LBB,Lubbock International Airport,Lubbock,TX,Texas,33.6566,-101.821,lbb|lubbockinternationalairport|lubbocktx|texas
LBE,Westmoreland County Airport,Latrobe,PA,Pennsylvania,40.2728,-79.4056,lbe|westmorelandcountyairport|latrobepa|pennsylvania
LBF,Lee Bird Field Airport,North Platte,NE,Nebraska,41.1333,-100.705,lbf|leebirdfieldairport|northplattene|nebraska
LBL,Liberal Municipal Airport,Liberal,KS,Kansas,37.0446,-100.952,lbl|liberalmunicipalairport|liberalks|kansas
LCH,Lake Charles Regional Airport,Lake Charles,LA,Louisiana,30.1235,-93.2198,lch|lakecharlesregionalairport|lakecharlesla|louisiana
LCK,Rickenbacker International Airport,Columbus,OH,Ohio,39.8176,-82.936,lck|rickenbackerinternationalairport|columbusoh|ohio
LEB,Lebanon Municipal Airport,West Lebanon,NH,New Hampshire,43.6249,-72.3087,leb|lebanonmunicipalairport|westlebanonnh|newhampshire
LEX,Blue Grass Field,Lexington,KY,Kentucky,38.0384,-84.5989,lex|bluegrassfield|lexingtonky|kentucky
LFT,Lafayette Regional Airport,Lafayette,LA,Louisiana,30.2084,-91.9935,lft|lafayetteregionalairport|lafayettela|louisiana
LGA,LaGuardia Airport,Flushing,NY,New York,40.7731,-73.8756,lga|nyc|laguardiaairport|flushingny|newyork
LGB,Long Beach Daugherty Field Airport,Long Beach,CA,California,33.8186,-118.144,lgb|longbeachdaughertyfieldairport|longbeachca|california
LIH,Lihue Airport,Lihue,HI,Hawaii,21.9782,-159.351,lih|lihueairport|lihuehi|hawaii
LIT,Adams Field Airport,Little Rock,AR,Arkansas,34.7278,-92.219,lit|adamsfieldairport|littlerockar|arkansas
LKE,Lake Union Seaplane Base,Seattle,WA,Washington,47.6333,-122.333,lke|lakeunionseaplanebase|seattlewa|washington
LMA,Lake Minchumina,Lake Minchumina,AK,Alaska,63.8825,-152.313,lma|lakeminchumina|lakeminchuminaak|alaska
LMT,Klamath Falls International Airport,Klamath Falls,OR,Oregon,42.1638,-121.745,lmt|klamathfallsinternationalairport|klamathfallsor|oregon
LNK,Lincoln Municipal Airport,Lincoln,NE,Nebraska,40.8461,-96.7543,lnk|lincolnmunicipalairport|lincolnne|nebraska
LNY,Lanai Airport,Lanai City,HI,Hawaii,20.7909,-156.951,lny|lanaiairport|lanaicityhi|hawaii
LOU,Bowman Field Airport,Louisville,KY,Kentucky,38.2228,-85.6669,lou|bowmanfieldairport|louisvilleky|kentucky
LPS,Lopez Island Airport,Lopez Island,WA,Washington,48.4855,-122.936,lps|lopezislandairport|lopezislandwa|washington
LRD,Laredo International Airport,Laredo,TX,Texas,27.5431,-99.4555,lrd|laredointernationalairport|laredotx|texas
LSE,La Crosse Municipal Airport,La Crosse,WI,Wisconsin,43.8751,-91.2638,lse|lacrossemunicipalairport|lacrossewi|wisconsin
LUF,Luke Air Force Base,Webb,AZ,Arizona,33.5355,-112.372,luf|lukeairforcebase|webbaz|arizona
LUP,Kalaupapa Airport,Kalaupapa,HI,Hawaii,21.2077,-156.976,lup|kalaupapaairport|kalaupapahi|hawaii
LUR,Cape Lisburne Long-Range Radar Station,Point Hope,AK,Alaska,68.8482,-166.118,lur|capelisburnelongrangeradarstation|pointhopeak|alaska
LWB,Greenbrier Valley Airport,Lewisburg,WV,West Virginia,37.8571,-80.4044,lwb|greenbriervalleyairport|lewisburgwv|westvirginia
LWS,Lewiston Nez Perce County Airport,Lewiston,ID,Idaho,46.3776,-117.011,lws|lewistonnezpercecountyairport|lewistonid|idaho
LWT,Lewistown Municipal Airport,Lewistown,MT,Montana,47.0552,-109.46,lwt|lewistownmunicipalairport|lewistownmt|montana
LYH,Lynchburg Regional Airport,Lynchburg,VA,Virginia,37.3309,-79.1944,lyh|lynchburgregionalairport|lynchburgva|virginia
MAF,Midland International Airport,Midland,TX,Texas,31.9361,-102.208,maf|midlandinternationalairport|midlandtx|texas
MAZ,Eugenio Maria de Hostos Airport,Mayaguez,PR,Puerto Rico,18.2531,-67.1489,maz|eugeniomariadehostosairport|mayaguezpr|puertorico
MBL,Manistee County-Blacker Airport,Manistee,MI,Michigan,44.2757,-86.2558,mbl|manisteecountyblackerairport|manisteemi|michigan
MBS,MBS International Airport,Freeland,MI,Michigan,43.5311,-84.0933,mbs|mbsinternationalairport|freelandmi|michigan
MCE,Merced Municipal Airport-Macready Field,Merced,CA,California,37.2892,-120.515,mce|mercedmunicipalairportmacreadyfield|mercedca|california
MCG,Mcgrath Airport,Mcgrath,AK,Alaska,62.9536,-155.603,mcg|mcgrathairport|mcgrathak|alaska
MCI,Kansas City International Airport,Kansas City,MO,Missouri,39.2992,-94.7171,mci|kansascityinternationalairport|kansascitymo|missouri
MCK,Mccook Municipal Airport,Mccook,NE,Nebraska,40.2071,-100.599,mck|mccookmunicipalairport|mccookne|nebraska
MCN,Middle Georgia Regional Airport,Macon,GA,Georgia,32.7023,-83.65,mcn|middlegeorgiaregionalairport|maconga|georgia
MCO,Orlando International Airport,Orlando,FL,Florida,28.4418,-81.3115,mco|orlandointernationalairport|orlandofl|florida
MCW,Mason City Municipal Airport,Clear Lake,IA,Iowa,43.153,-93.3361,mcw|masoncitymunicipalairport|clearlakeia|iowa
MDT,Harrisburg International Airport,Middletown,PA,Pennsylvania,40.1962,-76.7564,mdt|harrisburginternationalairport|middletownpa|pennsylvania
MDW,Chicago Midway International Airport,Chicago,IL,Illinois,41.7875,-87.7416,mdw|chi|chicagomidwayinternationalairport|chicagoil|illinois
MEI,Key Field Airport,Meridian,MS,Mississippi,32.3334,-88.7449,mei|keyfieldairport|meridianms|mississippi
MEM,Memphis International Airport,Memphis,TN,Tennessee,35.047,-89.9823,mem|memphisinternationalairport|memphistn|tennessee
MFE,Miller International Airport,Mcallen,TX,Texas,26.1813,-98.2404,mfe|millerinternationalairport|mcallentx|texas
MFR,Rogue Valley International-Medford Airport,Central Point,OR,Oregon,42.3691,-122.874,mfr|roguevalleyinternationalmedfordairport|centralpointor|oregon
MGM,Montgomery Regional Airport,Montgomery,AL,Alabama,32.3049,-86.3909,mgm|montgomeryregionalairport|montgomeryal|alabama
MGW,Morgantown Municipal Airport-Hart Field,Morgantown,WV,West Virginia,39.6411,-79.9241,mgw|morgantownmunicipalairporthartfield|morgantownwv|westvirginia
MHK,Manhattan Municipal Airport,Manhattan,KS,Kansas,39.1368,-96.6699,mhk|manhattanmunicipalairport|manhattanks|kansas
MHR,Mather Airport,Mather,CA,California,38.5646,-121.297,mhr|matherairport|matherca|california
MHT,Manchester-Boston Regional Airport,Manchester,NH,New Hampshire,42.9293,-71.4386,mht|manchesterbostonregionalairport|manchesternh|newhampshire
MIA,Miami International Airport,Miami,FL,Florida,25.7953,-80.2727,mia|miamiinternationalairport|miamifl|florida
MKC,Kansas City Downtown Airport,Kansas City,MO,Missouri,39.1197,-94.5906,mkc|kansascitydowntownairport|kansascitymo|missouri
MKE,General Mitchell International Airport,Milwaukee,WI,Wisconsin,42.9471,-87.9051,mke|generalmitchellinternationalairport|milwaukeewi|wisconsin
MKG,Muskegon County Airport,Muskegon,MI,Michigan,43.1646,-86.2367,mkg|muskegoncountyairport|muskegonmi|michigan
MKK,Molokai Airport,Hoolehua,HI,Hawaii,21.1557,-157.094,mkk|molokaiairport|hoolehuahi|hawaii
MLB,Melbourne International Airport,Melbourne,FL,Florida,28.0957,-80.6282,mlb|melbourneinternationalairport|melbournefl|florida
MLI,Quad City Airport,Coal Valley,IL,Illinois,41.4539,-90.5058,mli|quadcityairport|coalvalleyil|illinois
MLL,Marshall,Marshall,AK,Alaska,61.8833,-162.067,mll|marshall|marshallak|alaska
MLU,Monroe Regional Airport,Monroe,LA,Louisiana,32.5099,-92.044,mlu|monroeregionalairport|monroela|louisiana
MLY,Manley Hot Springs,Manley Hot Springs,AK,Alaska,64.9812,-150.637,mly|manleyhotsprings|manleyhotspringsak|alaska
MMH,Mammoth June Lakes Airport,Mammoth Lakes,CA,California,37.6288,-118.844,mmh|mammothjunelakesairport|mammothlakesca|california
MNT,Minto,Minto,AK,Alaska,65.1987,-149.53,mnt|minto|mintoak|alaska
MOB,Mobile Regional Airport,Mobile,AL,Alabama,30.6775,-88.243,mob|mobileregionalairport|mobileal|alabama
MOD,Modesto City County Airport-Harry Sham Field,Modesto,CA,California,37.6319,-120.959,mod|modestocitycountyairportharryshamfield|modestoca|california
MOT,Minot International Airport,Minot,ND,North Dakota,48.2554,-101.291,mot|minotinternationalairport|minotnd|northdakota
MOU,Mountain Village,Mountain Village,AK,Alaska,62.0833,-163.733,mou|mountainvillage|mountainvillageak|alaska
MQT,Sawyer International Airport,Marquette,MI,Michigan,46.3501,-87.3871,mqt|sawyerinternationalairport|marquettemi|michigan
MRY,Monterey Peninsula Airport,Monterey,CA,California,36.5872,-121.851,mry|montereypeninsulaairport|montereyca|california
MSL,Muscle Shoals Regional Airport,Muscle Shoals,AL,Alabama,34.7439,-87.6185,msl|muscleshoalsregionalairport|muscleshoalsal|alabama
MSN,Dane County Regional Airport-Truax Field,Madison,WI,Wisconsin,43.1351,-89.3465,msn|danecountyregionalairporttruaxfield|madisonwi|wisconsin
MSO,Missoula International Airport,Missoula,MT,Montana,46.9192,-114.084,mso|missoulainternationalairport|missoulamt|montana
MSP,Minneapolis St Paul International Airport,St. Paul,MN,Minnesota,44.8793,-93.1987,msp|minneapolisstpaulinternationalairport|st.paulmn|minnesota
MSS,Massena International Airport,Massena,NY,New York,44.9326,-74.8535,mss|massenainternationalairport|massenany|newyork
MSY,New Orleans International Airport,Kenner,LA,Louisiana,29.983,-90.2569,msy|neworleansinternationalairport|kennerla|louisiana
MTJ,Montrose Regional Airport,Montrose,CO,Colorado,38.5003,-107.899,mtj|montroseregionalairport|montroseco|colorado
